ID,Name,Age,CountryCode,Salary
4914,KCGZGTDYSUYU,43,323,1633453.061682589
4915,ASRPMNVSVWGVSWZXWVUM,55,66,7460533.142870915
4916,DDVSBUXXFCMDMP,98,107,7184974.0466573285
4917,ZDUOIPAHZYSEDSKXEZUO,50,255,3376750.120906602
4918,YLZCLDEKVNQQZH,95,457,150335.88849552785
4919,GYXWLAYPHE,61,474,326811.9641679205
4920,ICUCIBOTHLZNRXZSHNOT,55,442,3565990.6863631792
4921,KUZVJZOCAULY,93,384,5591634.482954552
4922,SIEPEXSUVHE,70,113,8637448.608371943
4923,VLVZHJTEHKFMS,93,445,8319868.411514278
4924,VONEXXVPJSFKE,35,303,6065880.421410162
4925,KQQGDZDHNMKHBDATVK,31,347,8727529.866203343
4926,JDDIUQKVMIN,28,104,3587303.8785842047
4927,EFDXDOEDNNQB,42,274,8791890.12705075
4928,LXTYVYPZMUPYUCA,55,6,9241192.539457602
4929,FIVDBDZTZGDYG,67,371,8059186.71296045
4930,IPILGCHIBGSKZGYG,19,365,9105047.80287162
4931,YXXODFJXIVAQBZIBMDIJ,83,191,2677685.7839222867
4932,OSRUZLMMPQIMDJVAG,31,61,4437172.732487638
4933,RMKFKEINQIK,98,428,8423259.32078708
4934,DSLLGJTSKCCLRMGIHV,81,363,4649743.772003627
4935,BEUTJEJOSL,57,171,5144969.7902434515
4936,AXMTZTJJOYFIZ,50,237,4743603.711487294
4937,TEVJGWGTCBFECDSQCRGK,51,395,4282083.30751069
4938,DTNCLDJLLA,51,84,7228119.607145456
4939,UGEZVYANBHVR,47,459,1585978.7987137595
4940,HGAAHECCWOUT,45,231,5047759.921041195
4941,HOJAFPENPNFOSUW,90,277,8452780.129720451
4942,GFTWEQQPOQLYSNKLG,45,382,3776686.9512775284
4943,YNRSMBNFDU,89,383,7729951.915883573
4944,QDGDRDEDSUVJNN,42,73,9008640.610015081
4945,GONYXUDIMBIH,43,124,3908180.462364178
4946,XVJYQXSHGXBBCFIMJAKA,84,441,7783276.1761595635
4947,TKHXNRWUWTIMIPH,61,49,5800534.627518843
4948,JWVCSLQNJJBX,47,157,9516843.83484368
4949,HCXPWTWPUYAPFAVYYPOL,92,262,2109150.6785011976
4950,FSVJKTYBLK,62,40,1666189.621287812
4951,RMSGVDQMKNMJMVYG,97,426,9248827.827930143
4952,VAKAHTSQDCUIEMNZN,27,86,7989845.756357992
4953,TSHJKVKKREZCRKW,37,420,1019045.742872723
4954,MUXFGXKKTHI,29,392,8854684.1170678
4955,AYXAYHFBMIYJWNL,37,268,1403901.674823835
4956,EJBEOCKJMYOTDQBMNU,19,312,9661290.053791447
4957,BDUBTTFDKJDP,46,82,9605051.568395508
4958,DJTCPZQMYSI,63,46,8580850.434561059
4959,LXSOKJUPYTQEAMWWCQ,32,498,9972230.034911428
4960,UORMKMAOKZJXK,69,184,5115541.0761497
4961,LDNKIZTANAVXQOPRIXUI,57,418,2263573.6460369495
4962,VUMRXGBGEUAZMROKQKDM,50,215,7418573.238884242
4963,GILECUCCLAWGPTTNOXLN,68,22,3973262.9672515225
4964,KYHLQDZPNGOMXIRREZ,34,97,5523015.506659984
4965,BKYMQQGABHS,97,115,201410.1774657033
4966,UXGFXQPFDCGJEGWRB,68,376,3499303.4326980566
4967,DQZMQIZGJQQAJ,47,338,5051732.465260036
4968,COOMRYLIOFFBAX,30,45,2568186.7886494165
4969,BMLSUSBBSOVQIU,80,127,6749495.531918324
4970,UPLDHFDRZVSXZXGGYEL,29,399,4282194.156830566
4971,ENQQKPRBXSIDNCLUGHLN,58,201,9542538.191187322
4972,HQZLSEKKMTR,40,132,4758737.574947651
4973,WRAFQNHYMNGRHUIXUGLC,79,41,6202043.566765741
4974,HTRKMDXWLUOISTDZLUQK,86,203,9140348.638886057
4975,YXTKWBBOGNIUW,71,203,2704732.5494366335
4976,HEVNEFCLMQSAEQIPQAK,43,410,4757081.837473647
4977,SHDZIIMAMZPZOQWJK,22,15,8319552.567333435
4978,DQDVTWBKLGGRFEHUN,81,309,8167956.999845157
4979,HMVFWTGAEYUALVXUTE,47,318,8052556.919057208
4980,JETVVZPEYEIXHVMH,96,102,521823.294539307
4981,UJNERIFKVO,46,54,5930559.9847542085
4982,MHWDBSJMUGXHOKJOH,37,102,7051323.3702321835
4983,EESKQDKIYKAH,41,314,2036750.3279850686
4984,LKTKTJYRBOUEDIMGP,56,187,7157772.782804533
4985,TAXWSWQKBXGG,42,322,5028645.451296833
4986,ODKJVOENQV,56,49,5482800.968597932
4987,NQXXWBUVEPWYRPEWDVC,23,122,4446469.910953158
4988,BWLAGUNGTX,85,115,5226900.833424015
4989,EHXXSPVMXNSIXH,70,152,3787590.111623767
4990,PLJZVXEJEVAN,68,257,9206099.642311012
4991,FCQRUPMRFHMYIAGV,34,266,5374688.215388252
4992,VZVSTRDDVHUT,66,121,2550485.311021743
4993,YKWMMKONQIKTWBNA,78,28,2164452.7735419692
4994,QSSEBVBANV,66,341,3847033.2045635344
4995,ABSPQTJOIEFICNIVUB,63,417,181958.01208188094
4996,QLNGVEWOTKQTDD,70,123,3058614.0782378404
4997,PWMLIMUIOHVUVJTC,99,89,6887258.17377629
4998,UHBPXKASBL,24,63,2279758.006266357
4999,DSOHJYAXMGJJ,42,289,3796770.0048604948
5000,NCQNILKYCGQIBQZHCP,49,163,2254370.3609835687
5001,SAIPSLXGVAYHRCTA,69,267,8952259.466499072
5002,WNGCQJSIBRQ,79,252,8335687.332167415
5003,JYSJLRMYMUOJUPUFXLV,100,302,4786996.981802471
5004,JSILVHQLURJHYQU,84,192,7702542.958754515
5005,MKJOBWMHLXPIRUFATSR,44,209,1561385.8143651097
5006,YWYJXUFBODJS,19,250,4943587.973711809
5007,FRPMURYTCMCEIT,91,459,9703709.56102526
5008,URRFWPYJKMTKS,45,20,8611558.170113904
5009,TCBTXGFQPXMLEPQ,32,363,9277603.669186829
5010,BTRMHALCWCRHXLPPMT,66,126,429074.8229724257
5011,XZZATWEZNTIRZJKLIE,36,9,5746263.707509585
5012,TLTZYRXIVZNZ,64,438,6760812.714458682
5013,WPYKPJIZVPVZR,90,150,8347663.309851434
5014,IYECYARNKS,89,192,9235170.244889298
5015,WEEJQCCDQNEOQUPTNNR,29,396,7414659.904661696
5016,KBMGFLLTSH,34,250,1865766.843824698
5017,VORYHHEKXTKLN,32,490,8091024.694066932
5018,ZCXXVOUTAZNJXPZFPH,58,122,3397135.575145653
5019,WXCIGAHJXPYUCSEXEX,54,258,534787.5854675745
5020,VIDREFJXQRNQ,38,379,4416687.228966547
5021,DYZIZUNPAVGZESY,30,500,6700801.925743666
5022,BAGCVNHTOPC,45,472,2977371.1459381306
5023,DQTVHAQRRSLEWNFU,48,470,1241689.4247828394
5024,SIYKENYABUL,60,206,3937263.795191811
5025,GYYMPMLLXDOSJLQBKQD,78,296,568278.6390424619
5026,UEUZHDBGJZROUZCJDVJ,84,238,6763397.263013373
5027,JQQFULOVRNEVZAIXWWHS,87,296,5630665.582540859
5028,RPVVLKAFHVUJYFQR,40,147,8639324.249077657
5029,ZEYKJJQCYOQFEOKSEPRK,91,391,5881589.883740728
5030,XHGBSKABEJVLTNXYMD,41,23,3701316.791494203
5031,IFIVOMVREBXLDM,57,168,7804168.121074771
5032,CGPTUWEXUBBUYQTBHOIV,20,57,1442292.7277552348
5033,BUADKTBXRCDKRAWWJYW,28,362,3905715.352994537
5034,NXMFCZJDSP,66,91,854877.9932786522
5035,TSOMKWVXHFNUFC,76,493,6706695.319120256
5036,CNOHIJKYKZ,72,359,6634840.557543112
5037,OVLGAKSWZAODPSTOPO,95,330,4468707.239290792
5038,USBTRCDBGBZWXBLOGEHW,30,401,407129.1099535793
5039,XIEPXMKGUTCLDZU,24,11,3495004.408308049
5040,GPONQCNVUD,99,357,432213.9648108124
5041,IXUXBQKAGYIOUU,46,63,3751792.130000046
5042,VWVJILPYYZPIA,34,498,3186120.566388976
5043,ASOASZWZQXSSFLUI,58,270,858173.0666131373
5044,LZUSDROWTDJUC,26,352,2101474.1842104485
5045,PVLEYSZUCMLHBWDJLPWW,21,363,2970644.7431581286
5046,MTKAWPIBCJDM,79,313,7879718.376939112
5047,QLAWRLVFSQJJ,100,472,7480115.05334895
5048,OWBPRLISNQYNOWBGWWRA,52,235,9758931.0313526
5049,GNEXUKWKBZHURJ,78,462,4894042.59538564
5050,NCUDGNSYYDRMQ,19,302,4678121.622065702
5051,LKYIITKOBMXRTPQX,92,393,6105188.6944893235
5052,TCXHEXVKJVPIHYBW,83,225,7066874.736731686
5053,SHNFRUYJELSVZ,34,28,8977522.05329617
5054,PUXSPLQFJEPZ,55,380,2374174.578145734
5055,UEDRYDMYTMXEKGMYT,43,490,9911971.282853883
5056,RGELTSEMEGZI,100,37,8646347.010441653
5057,NNJSHWNUWM,21,79,817705.4924462447
5058,MXCYWJQOIYVL,23,387,1345730.4005342694
5059,GSETNHTVMA,34,28,6220704.940156447
5060,XDFMUGPOGLDRNMKAPTQO,77,411,2512664.20333703
5061,JQOKVHYKJU,55,337,12644.157965140676
5062,QMYIBZWUQIEZLJCVI,28,12,5644106.346910229
5063,XGZGGFWUPNQZDNJ,47,182,3842901.6829719087
5064,KIKRHGJDUISEMQHMY,54,78,4588556.202369349
5065,BZWAATUGHYZPRJQGXUX,26,212,4038785.368004387
5066,ZXYVIEYNIE,52,310,4580728.27885036
5067,FOIVMXIDBHJTBPE,56,360,2422220.451797434
5068,GTNUDTMEUSAMWHAWTBVH,95,400,9978886.778251344
5069,XAKTDBBQRXGN,36,55,1902563.1623399153
5070,TNVBZSTBPT,69,356,2793723.3161499337
5071,TURGRHLMLUZG,40,162,2986296.9686156944
5072,ZBNRGNKZDM,50,346,6380239.687499447
5073,XHHVHPJTERYRBAJ,82,326,9069851.47777237
5074,ERWKECMBJNUR,57,262,5757640.495004674
5075,CTPWKTRMNRMOBVTEU,44,116,3747072.0010399735
5076,BKYHUPMHUPTEEEPYT,38,201,7529489.242261991
5077,DLSZTAXAVCCMUSQREIJT,21,381,5407355.01064638
5078,ZOLZSTDAIYU,32,454,4849346.923507189
5079,XBCOOJHLBGWWBVY,31,9,7159192.650756417
5080,OYTEYPMFDMVS,65,183,6971197.058051519
5081,EGESILBEKSLQCJOQC,47,115,8681098.165477602
5082,CIHPCJOGTUUZPIQVBWYR,91,212,8984020.03900284
5083,CJKIYRPTSPPQHAL,73,116,5092313.751240189
5084,PVXQFVCAFNMBR,80,342,3615303.661823942
5085,VITKKSPMGWCZOES,89,407,428334.53976387565
5086,HCHRSEPDBIKD,55,111,3880716.449789477
5087,NCOTQKGEKZENSZGSRIXL,83,173,6763390.741548028
5088,QASWCEXRLWJW,76,456,9149307.41195677
5089,QBTRFJTCAW,75,269,8805072.716544285
5090,HTJAHJNGSKS,58,379,6521512.2620985145
5091,LLATQPARWKJRTHBETMTJ,53,164,5019151.379097561
5092,NFOXRWXVMRFZS,56,38,612068.0367144665
5093,TQEKQFMHALQEYGKXMWVS,43,298,8529247.507837333
5094,MJEFXZFCSHWMFPGGVP,35,339,1125687.9433715513
5095,WSINHAVRMPQSYEDSHB,95,457,2715088.2293316023
5096,BZAZSUKIRPHDGYVY,28,92,2673824.520573208
5097,YEYLANYHVHRMEZC,76,40,2651181.89669564
5098,PNTYBAWDQJETRPFOKBE,20,260,7436942.386517527
5099,YNLZERRBFJPGWNT,28,484,971810.1022703515
5100,LSKRPOQEPCNXVTXFDJ,37,485,6080505.962099591
5101,IQEZUCVSMZMXSEDHVCS,77,28,3601602.0791444397
5102,DKFOOHLWGEJK,95,188,8144863.827580626
5103,XGRLDIHKFDC,36,178,1847068.8636303195
5104,PVKILJGVLQPGMXSF,42,385,270675.71075526334
5105,WLWUFEHRFRUCPEAL,53,64,8269828.156713253
5106,MDKGSZMBHTAJXR,94,150,8165271.075292782
5107,WVHRPYGIDBRMFMTJ,83,159,6695732.8486763
5108,FMEPXPTZHWFA,83,209,4549469.439235249
5109,VIIHIISLXYTRNUTSWT,40,395,3412906.1733843107
5110,NATIYMUEFYIBOPPE,52,193,9679610.508872421
5111,EIWSJXEHDUAVEUWCTCP,67,239,9723930.630531456
5112,RVNCHJETTTMXJRWWRJZ,98,157,5909487.580490789
5113,XLUAKUOUSHXCANHJCOG,51,10,7562697.694332657
5114,LFWRHYZTBVXTYVWF,41,422,1976469.9089822278
5115,PXNWBAQZUMT,30,258,9471699.12366596
5116,BRRZCBEQTAUVKRPWJDX,53,8,4050127.279792169
5117,JJHRWZPTCY,98,153,2859700.195690105
5118,ROBHELPAEOWOJUKJHFRP,34,182,305814.1922559312
5119,LOBPTWPBAQUUDAURRO,43,216,7625729.306578379
5120,MTBOGSEAGBGKFRQLE,76,17,1952446.5117342276
5121,HYVPSZZEJTFQVQTGKJE,33,224,9124183.971733611
5122,LVMTMRBZLXXROOULHH,59,457,1794382.8161095912
5123,ESNGZUFXMC,71,103,3936197.719560703
5124,XYZWKGTCXAEMVXE,27,79,6101274.45129557
5125,MEZIWQUBKHHORLHTGTEF,23,274,945989.4691792132
5126,DNHZFYZQPR,32,497,2855454.359732497
5127,NSGGXNWQTBCK,36,63,6662512.216684057
5128,OTZCTYLGZPLJMEDXARQK,41,149,9835526.98759174
5129,IRIHWFCJPP,53,90,8586093.703306867
5130,CMPUATJDTGTI,73,121,1903614.8838018181
5131,YQYLSTJJPEPGAFSOSQ,72,460,3376248.9906620113
5132,OFCKTVPORARDPQTNUEWJ,40,14,6609015.445133384
5133,XFOIPSARJJZNKAVHLKJN,49,113,1753040.6283299613
5134,OGBVFUQORPH,19,304,3620193.8869067463
5135,DBCCAEOBRQOB,76,490,5217385.449244108
5136,NTOFXYYDDJNH,96,218,7910637.1365422355
5137,GPYGPAWFJWBTRGIYCJ,36,18,3103941.376919587
5138,AVFCTKTGFADIFPSHTXK,26,228,7915380.358138838
5139,QNAMHSEAAUSWC,45,51,1055565.0126039493
5140,PPJVSTVUMGRR,80,449,7135924.517244421
5141,DAGNJZKOXXDFST,85,400,1351597.2511991262
5142,ZPFJARWXTURULAFAO,60,12,2410508.054415929
5143,IMYXDSRPZKVSNENNCCW,80,121,3593974.6339988406
5144,GUZELNXCCNXOQCUEZEQD,97,375,5652991.960997487
5145,MJPTLLANKOJKLYUH,82,469,7359799.284493393
5146,NNXKIERXTOUEHXW,53,388,1557292.494831521
5147,NUISTIFPXHZAPW,80,331,3018673.3290450675
5148,ANUWXXLFEJ,34,423,471692.900434744
5149,QYTFETWMRKFPCPKE,83,174,9977184.820347635
5150,PYNELNPGIOYPRQWBD,76,358,5422901.61448481
5151,GEMTLZWKKJA,97,215,9542576.805150842
5152,NVUOSSARTUK,32,382,3786465.0193329677
5153,HFYYKKORLRTUFX,46,402,8952098.064916605
5154,MSTCVOBOUHSZANE,27,258,1821939.9483586617
5155,QZPZBQBGBMRPWCNFCRDR,73,117,9329718.136759285
5156,FDXEAXJBBHMXOLB,41,30,1476451.3939303325
5157,CMMYYZERRVYDLH,35,247,9696506.282593044
5158,YGUQQFMPPSIGSCKIDQQU,76,96,3380977.3911520257
5159,HGVDPWQVWCYJWQHBJQPO,44,464,2802136.655222657
5160,IERWKRLAKZJFHSVIUV,40,468,2295115.6372308563
5161,DKLBIJAIBVCXMM,99,145,9985016.051029615
5162,UJQNTOXSBNBGMZC,32,28,5309385.3504692735
5163,WXFWDISXAQOETI,37,317,8969013.971835615
5164,OGMNMGDHBVJPZ,18,449,4367471.10598494
5165,PLDRVMUTDHQMSR,38,247,5474589.830335644
5166,UKAPYKYRXR,99,200,8396509.06258532
5167,PLNOZPRRLM,19,234,9757829.762156352
5168,REKKSHTUXT,68,91,1855701.7998147502
5169,YZQAZWQSLPIAOKJKEGW,24,212,1794652.5358812893
5170,PCSRAWMEKJ,53,447,9365832.612246519
5171,AKOGOVXKZUKHPWLRAPH,83,358,3584136.707457109
5172,EGFJIFSZXJJKOM,80,155,133429.62517532808
5173,NTUXJAGXQQMHEGQCV,48,379,3698171.989413374
5174,FUGWRXOCGSDTYLCKNUU,72,337,8629619.30866034
5175,COKNWRTWIFANGTAQ,32,204,4901791.51669677
5176,UQEPTMELVBXILEUUZMTN,92,485,9066411.472475914
5177,CMZLHJBAZPYXTAJKHQI,33,120,9144657.539196162
5178,BADLOUABPHMODCYV,37,45,3050940.6118548275
5179,PWPMIFOJIIDVOAPWDK,96,368,6698637.70701823
5180,LUZCDOVUHRLRSOOUZWV,28,444,590980.8440373377
5181,YKZXBEUWKKMDAZQBQDHV,65,271,5392876.632171011
5182,IDDHPMJRGJRXEPXQG,65,498,3506562.7062390256
5183,JCBOMUVJTSEQXPIKNOK,64,473,9986964.511048188
5184,MRVOSIWFBYWCJEBZTLVO,41,439,7719028.3275736235
5185,WYAYRCFAFFIVDTAPT,61,300,3516584.182627524
5186,TDOFDVGZFR,53,118,8927293.959426165
5187,EUUUIQRMSS,91,5,5642723.478005027
5188,HBWZKEAVBLDID,66,198,3940069.341314426
5189,ZLCHPITYDKGETCGPM,59,46,2880208.6098179445
5190,RUZHJYIJKU,30,58,7184715.516721752
5191,DJRQDNECRWAJRUZGX,99,216,2641561.34422473
5192,CGKMKYLSNVNWCJ,67,310,1026071.6660660587
5193,RRGGAFOSBXTXNUWVI,59,100,954077.9105683859
5194,PTUQPHTIOAVJILI,82,172,2453842.4557279004
5195,UOKDOIPOLYHPKAIFO,87,121,1572526.5191001652
5196,PETGKVXCRF,24,178,1979251.3636616957
5197,WFDOSMSGIMTMDGWE,50,132,579700.8664951213
5198,SRPIBXSRSGZZAP,61,248,8000682.743227995
5199,IVAQDXBLFUGUHPMJFVFX,59,3,47052.84839276145
5200,OJJAWPKOSGHBLYBTLOG,100,283,1969293.2968521665
5201,KPWWEOQVNBPWWLFFAY,72,102,5967363.931733232
5202,DGYXDFLNEQNUGC,96,125,7628379.152682239
5203,TOSRZVYCZUQFDBYS,47,275,8242974.456019358
5204,CLOVUTCHLRXJVGLOGUW,19,186,5613901.929521071
5205,ZBATMQGSQQ,31,104,6603207.252810635
5206,OPWEGMDWFMWKKNJ,55,445,9561243.241320815
5207,DAVKSCOTTWTXRV,57,214,1962753.190192434
5208,ZIVPZAJWJITAW,27,145,3671512.8073898787
5209,QCNRNAHQNUW,88,262,6601992.720731091
5210,LOTOBAQXZIEAICXHDTR,65,244,2854413.6110365214
5211,HLKJXISIOKEQWHHLDWD,92,431,5304527.77575438
5212,ZUVBKHYHNMDNYPJCXAE,36,463,9935440.395672722
5213,BLANTHVPWRTEJOOZTY,74,442,2612291.4402392595
5214,ZUARKVPXSO,60,232,5071539.312481943
5215,DZMZKEMSFFIB,28,291,5130291.09726626
5216,ACSUJQUZKPAWPCWO,37,316,5869203.258047052
5217,BZORXZNBELPFBEERLT,24,297,3990180.494095876
5218,JSOGFOWRUVIY,84,93,8885794.973149508
5219,UGAFXZWRWVOXYUIHBAF,92,459,3208357.371871189
5220,ESILWGNHMSXSAHCHY,82,211,1774040.5508249537
5221,GONIMWEMPCMEOMFLPSGS,76,201,6234.288500561809
5222,IRYEOOFBZNOTRAH,19,316,9940949.619017214
5223,RTFINOTJTCXC,54,281,1258380.8733061366
5224,REONRXWPQGE,50,176,2231870.5815172875
5225,CRXSSQIDQJBSPYBPIMS,94,379,62131.079813652315
5226,JUQIJCRIGBS,87,177,9013222.630444033
5227,KQOGEJXDOTJMRZLL,19,40,3956205.2256940785
5228,QCXLLHPNUMYASHRX,76,403,2904500.6489857724
5229,HPJGLNBKBIA,83,184,3282365.25045926
5230,VTJFEMCNCWUPAY,62,359,9109266.0729961
5231,VECIRUNEYHP,23,314,6078412.494564709
5232,HLZNFUMNKGSRZPJNS,61,80,4009849.804788913
5233,PXUHQDTUOQMHA,25,383,6776304.29982955
5234,QLIGEOGQDCWDD,84,104,6018639.922490403
5235,OETRDLIDQSWBJNPMQMQ,60,43,2895947.904134133
5236,MYAUJFWGHJPBPTVYZBEV,49,33,3542440.8756658477
5237,WHSSZTHLIQINEBZYED,44,75,5752493.662592672
5238,XHGCPFKHXCXWXFI,93,211,843434.332691032
5239,RMTETXGAOON,43,350,4251866.538539699
5240,LXRMEFLYZJBK,55,65,1577624.6742192537
5241,HWMDTCTTWWQRB,74,497,6465371.306652504
5242,OGUMAQMNWFUHYNP,23,46,8058025.573612216
5243,BQEVJWMULA,96,217,3243767.1479700506
5244,WZVXYRCCNC,26,170,1725603.6256168701
5245,GKZLBGBUYNVBHEEYKJGQ,86,143,7653109.922909515
5246,YYWVDNDIDHS,87,119,1737760.6556365753
5247,TWXJMGVUIEJLCTFVC,44,384,8732312.393227827
5248,ZYQJRBTPHB,81,316,8410824.719189387
5249,BRMEZGCBEUGRFSEYZ,75,26,5742311.462165197
5250,XDXGCTPAUDE,62,453,6658816.185352002
5251,FEOEQYTKRFRKSJCQGD,18,23,9081417.335608952
5252,QRZVJDGVEW,38,357,1741050.6636960837
5253,WJDCAANFAM,74,390,8671538.684885886
5254,KEYKUYTNHOXPRXOU,69,140,1760944.5268204974
5255,QUIHTDUGSZXSRTYJGB,46,173,6180235.616445317
5256,NMOCCIFSECEJXJO,28,172,5067049.908887186
5257,QMLCGAGHUNJJYORA,41,475,1443063.4446042574
5258,XMVZDAZSFNAZ,88,212,7826087.759546376
5259,BGQOBLMTRGOSCTT,67,438,6345325.077766785
5260,VYVBNONPQQQJLFZRH,52,26,1755200.8374911642
5261,BKZBXPBVBBAIIXKEOLC,95,327,6374794.425853789
5262,GGCWOESZDDNOALUKEJQL,47,438,5319858.689316783
5263,YUWRZXUZHXMUDL,79,345,1769512.692262636
5264,CAHKKGPGNMR,27,306,6848657.543016266
5265,ZAWLAZDIAKGTVVBFBE,32,404,1868422.3879110042
5266,PBAVKOBHFJWPOD,59,272,7506988.224526859
5267,LJHCKGVDTWOH,85,124,9561187.41911442
5268,MZPFXUNMYNSUBMSQ,72,173,5078442.163957449
5269,WQQYEWPHOJZUEZZ,75,123,3841647.7366061704
5270,PHMPCNFLWFV,78,220,7936068.733265243
5271,GYCKMENXKTY,41,75,1871305.797303075
5272,TMPMTLBINCJP,62,326,1112391.7783526739
5273,KYQBRHVQDPJBJEGLEHD,91,89,9870859.767389553
5274,NDVXKTAAJT,80,162,956192.187806687
5275,FUYMESPVOCQWKZ,68,5,8136148.412804466
5276,XSCRXTCMKIMAEYLOUUIA,61,128,4846526.371101832
5277,FAKMODTIAHHIYQO,85,96,8491771.294626782
5278,WAHOSNONTOPGYATLGLTE,25,39,7682731.797857816
5279,HKJQMTCWOJZZDKDNTH,23,478,1908772.6911888227
5280,SSEXESOKOFV,42,228,8538513.790804774
5281,GPMKTEVKAYBZFG,76,145,7217570.697684098
5282,BGWESEXYTIC,61,466,8690152.22154361
5283,QMXBTPHOZVVXLSEH,99,220,4431260.216076093
5284,JKXTAWPTLOYK,77,41,3687903.265902018
5285,EHUXPZIMBFTEC,20,190,126728.36846338195
5286,AWUAKVVKLIJUC,62,10,6960936.310282149
5287,EKJOVIIPAX,82,109,6637534.917884133
5288,CLTSBHVBMKQTEPRUNAA,19,27,6395063.458044606
5289,BEMTABDPAQTTXRSXKFIH,99,144,6095444.509664362
5290,OBPEVIVNWLU,45,414,1146561.1504821938
5291,EOUKVPLVDFKQISJOWTZ,42,382,1346622.3581612627
5292,KLJUNWQHYWRX,36,358,8615799.444221849
5293,CGJSQFOJXDPPGLENPGZQ,84,323,4161616.262743441
5294,UHMLUYEWAXOPZAGVTZ,41,378,4998378.777100485
5295,ZFMVTWOTDYIT,47,286,3558006.7139207264
5296,EDGKDCEKELGK,76,476,8598366.043957327
5297,ICRVMGXDTHKMIPFUKFCV,63,407,9228192.989688432
5298,VAQHRJFPEHEYJT,58,226,6090009.7237068
5299,SDYRGZQJNOJ,100,399,6057991.889489213
5300,VUWBLJCSTGVYKK,35,434,7283192.988342902
5301,VGYFDHZHFQEFLK,96,337,6731630.997653081
5302,AEQOITBFSORRMYWSQ,30,226,3608328.615564987
5303,AOADXQKWJP,83,432,5538528.450226946
5304,FRQHINZRUUKF,43,489,908386.6424143714
5305,MHQTAHCKQQFXA,44,230,6385054.437428942
5306,LDZWKFSATGTDPOPOLT,23,47,5123590.784092629
5307,HGPPHEXEJXIB,87,446,5978399.436652156
5308,MBNENDXMOBGFDQQ,84,288,596554.4234510141
5309,WNXOGQFAFZKIXOBYDUW,36,225,2515069.3784684525
5310,PFOZZQWJJAA,51,176,342456.68281100545
5311,ZYARJATEFBVMCEKRF,71,87,5888224.192676435
5312,MPZYJUBXKPXDVHMW,46,9,6752083.340780554
5313,FMDMTPNXPPAAYZIIBIZC,89,135,9556278.126942255
5314,FWRZMMVTNOJPWT,18,247,8617190.941755863
5315,VQCEEGSFEY,37,285,5226069.4699167
5316,PDGDBSFMJUZGOJKK,18,472,4011803.044566438
5317,JMDADWCUITVASXWPSAPA,61,313,375629.31461731135
5318,SCJNJLBLAUCGKJ,41,162,3076841.961364648
5319,UIFWAXLXMSCMKORMDU,85,462,6953756.71708628
5320,JCKEJAGLJTSCF,63,484,7227681.150322842
5321,MWWUVCCMMBQXNTAP,95,445,2028523.7317738128
5322,ELXAQQJXDDMGOLREXBY,63,66,1916645.9669472617
5323,OHZGLNJLZJJGGTHXDHNX,100,303,9428203.011285966
5324,EWYBOVKGZHDEPLJYGF,34,469,6809941.8900186075
5325,TUTGUXULPDF,89,281,1849560.1603354742
5326,TOJQKTNECCHIKPC,35,73,1672853.5124612818
5327,PASXNXZWZQRAUPW,67,467,1200820.6741455416
5328,WHYQYFCHMX,95,161,889273.4966808262
5329,QHTVAIMEPSPJUUAHXFC,69,198,6943537.664057991
5330,SVMFJDBNYLCID,30,333,2032926.5743398333
5331,TVWVFTRHSFQDJV,87,138,7862779.822251501
5332,JOUCTNFPHFOD,82,315,760504.0523693971
5333,BZUTCDXDSGEYFHNE,20,365,953662.1925620616
5334,ETXWPRNIPWVOQDYKFKQ,32,244,3114545.2438333156
5335,VBTDYVMLJKZQKW,66,196,5832731.955965532
5336,RQPRUYHQDEWQHZQM,74,155,347164.4479352337
5337,GXHYWEYHODZAGSYBYHBL,67,124,5154972.713796168
5338,UFMAFKNUBDR,82,235,8263016.712442968
5339,KIFMHVBKFEAJAGY,46,373,3102496.6456140913
5340,NEJWVOHUEQEG,63,423,1145064.0606260616
5341,ASUKIHNRLVQNVSGEAM,50,183,6766638.2822107775
5342,MEZNHSCQZG,89,236,1237939.4930760458
5343,SMSQSQOGRKQWDOAN,82,487,4405437.457835134
5344,DQXDPCFEDZNOXOOCSG,42,242,7054435.730542796
5345,IFMEPYDLKL,45,54,3671846.512117919
5346,EICWVIXNCYHXCXR,64,186,3220634.787362628
5347,GDVGLCFQGCGSH,44,334,1999589.0720791162
5348,PDORFMYQGTO,83,395,80071.50542782343
5349,OZBPVPVXYJRNZ,30,310,3974351.999954714
5350,IMCQNEUQBZQNAMAZR,30,426,8080463.797183573
5351,FATAYUTTZTLNOK,75,232,4607727.439656056
5352,YHSZASYZPMYNQF,23,361,6473732.19815248
5353,BNRRJAPRFDP,24,76,4464201.939858753
5354,XEREKHSZLEZSKBWQZTS,64,442,7201767.743098325
5355,HADKDXWRJROQEYIZUWZ,47,357,5340781.211318849
5356,DQRWIKSWFMFTBBMVXXI,23,426,5118968.174786984
5357,QQWBGQDOUMUQ,27,307,3671970.92731156
5358,QPSLHSENKNKJGO,76,124,6706367.360852316
5359,VIMQGDIIUG,31,478,368641.9592164884
5360,AGYUSKPNIOPTVYHOG,25,432,1357667.1717546382
5361,TQQPVIEOCFSWLUZRYAX,64,32,9920696.756360307
5362,FSQLYMYIEVXPLFG,99,171,249656.7405043948
5363,SQJVKCAJVMOMODXJ,35,325,3382813.1969997985
5364,OJHGPFUEOQQIMWH,31,419,690432.128392828
